time_s,x_m,y_m,yaw_rad,vx_m_s,vy_m_s,wz_rad_s
0.03176617622375488,0.0,0.0,0.0,1.8834174915389177e-92,-1.3692625557937527e-93,3.643844689102236e-30
0.1319141387939453,0.0,0.0,0.0,1.7696816422687435e-92,-1.286575504223794e-93,3.7564010135646754e-30
0.23178458213806152,0.0,0.0,0.0,1.659718524346421e-92,-1.2066312638699146e-93,3.6436173793515136e-30
0.3322157859802246,0.0,0.0,0.0,1.5595636269709805e-92,-1.1338176941229325e-93,3.759285127157984e-30
0.4318385124206543,0.0,0.0,0.0,1.4625533457954879e-92,-1.0632902911446784e-93,3.639469935530753e-30
0.5317187309265137,0.0,0.0,0.0,1.3743441875465449e-92,-9.99161387839233e-94,3.761466442066295e-30
0.6318118572235107,0.0,0.0,0.0,1.288860025537158e-92,-9.370135835029879e-94,3.6396887111924885e-30
0.7315812110900879,0.0,0.0,0.0,1.2110738153859972e-92,-8.804622633392257e-94,3.758747523632843e-30
0.8317890167236328,0.0,0.0,0.0,1.1357965661419334e-92,-8.25734982282718e-94,3.642352766365852e-30
0.9327044486999512,0.0,0.0,0.0,1.0672653467089759e-92,-7.759121293037238e-94,3.759748321890718e-30
1.0317473411560059,0.0,0.0,0.0,1.0009086304273303e-92,-7.276701611609888e-94,3.6412793387201434e-30
1.1317527294158936,0.0,0.0,0.0,9.40503423060508e-93,-6.837549967908019e-94,3.7588990154673055e-30
1.2319560050964355,0.0,0.0,0.0,8.820460469433121e-93,-6.412559243708594e-94,3.642475517363436e-30
1.331524133682251,0.0,0.0,0.0,8.288145249065321e-93,-6.025560980613134e-94,3.758917341424235e-30
1.4315407276153564,0.0,0.0,0.0,7.772797205038807e-93,-5.650898016036171e-94,3.641003056405398e-30
1.5316531658172607,0.0,0.0,0.0,7.303674174983899e-93,-5.309841079674198e-94,3.7586277672071174e-30
1.631532907485962,0.0,0.0,0.0,6.849666935296728e-93,-4.979773469254817e-94,3.642096967040169e-30
1.7316882610321045,0.0,0.0,0.0,6.4362421130111125e-93,-4.679209662887565e-94,3.7584641222304356e-30
1.8315742015838623,0.0,0.0,0.0,6.036243767159932e-93,-4.3884070358137815e-94,3.6429516836763315e-30
1.9315383434295654,0.0,0.0,0.0,5.6716320234100855e-93,-4.123330804661335e-94,3.755359277246665e-30
2.031606435775757,0.0,0.0,0.0,5.3191833853423225e-93,-3.867097268672777e-94,3.643299421353928e-30
2.1315431594848633,0.0,0.0,0.0,4.9980917383983385e-93,-3.633660565974406e-94,3.757941406341248e-30
2.2318661212921143,0.0,0.0,0.0,4.687527707193759e-93,-3.407877541249772e-94,3.643660965212674e-30
2.3316287994384766,0.0,0.0,0.0,4.404554120041261e-93,-3.2021530321916674e-94,3.7577704571365436e-30
2.431617498397827,0.0,0.0,0.0,4.13083045481507e-93,-3.0031533061931513e-94,3.6430893575747e-30
2.5316238403320312,0.0,0.0,0.0,3.881484053199244e-93,-2.82187608412667e-94,3.758103824395701e-30
2.63165545463562,0.0,0.0,0.0,3.640178185694681e-93,-2.6464444065338277e-94,3.641658830908259e-30
2.7316524982452393,0.0,0.0,0.0,3.4204133318116463e-93,-2.486673253481784e-94,3.757464005759284e-30
2.8316049575805664,0.0,0.0,0.0,3.207849957497358e-93,-2.3321376445875974e-94,3.643097392078588e-30
2.931729555130005,0.0,0.0,0.0,3.014206709750169e-93,-2.1913571477916065e-94,3.757898668305388e-30
3.031630039215088,0.0,0.0,0.0,2.826762885418748e-93,-2.055083692494543e-94,3.640517085000249e-30
3.13173508644104,0.0,0.0,0.0,2.6562410304913707e-93,-1.9311126714798824e-94,3.7606493368412555e-30
3.231618642807007,0.0,0.0,0.0,2.490980768895625e-93,-1.810966877661277e-94,3.638701570709602e-30
3.331669569015503,0.0,0.0,0.0,2.3407475670206553e-93,-1.7017459007600708e-94,3.761531247069856e-30
3.4316670894622803,0.0,0.0,0.0,2.195256254611926e-93,-1.5959723234015876e-94,3.642444506353094e-30
3.531991958618164,0.0,0.0,0.0,2.062740490466675e-93,-1.4996320938939207e-94,3.757953618258185e-30
3.631979465484619,0.0,0.0,0.0,1.934534170972967e-93,-1.4064248715177614e-94,3.642602829279102e-30
3.731607675552368,0.0,0.0,0.0,1.8177221829490074e-93,-1.3215014374236363e-94,3.756768268856599e-30
3.8316173553466797,0.0,0.0,0.0,1.704664767417904e-93,-1.2393076129296014e-94,3.6398639421353656e-30
3.931682825088501,0.0,0.0,0.0,1.601875209454194e-93,-1.1645786201126543e-94,3.762320544506659e-30
4.031638860702515,0.0,0.0,0.0,1.5023130915928644e-93,-1.0921960068411238e-94,3.64259479771395e-30
4.1317689418792725,0.0,0.0,0.0,1.4116209456644448e-93,-1.0262619481651299e-94,3.757703301144281e-30
4.2315895557403564,0.0,0.0,0.0,1.3238793828429082e-93,-9.624729916338244e-95,3.6424009116757255e-30
4.3315589427948,0.0,0.0,0.0,1.2439440385920645e-93,-9.043592306440611e-95,3.7569573970814386e-30
4.431530475616455,0.0,0.0,0.0,1.1666329773183447e-93,-8.481533486168107e-95,3.64282083352267e-30
4.531580448150635,0.0,0.0,0.0,1.0961936232129314e-93,-7.969432635611028e-95,3.7570453123039366e-30
4.631535053253174,0.0,0.0,0.0,1.0280694405207381e-93,-7.474163304083811e-95,3.6430617804772296e-30
4.731525182723999,0.0,0.0,0.0,9.660121331041566e-94,-7.02300073420656e-95,3.758064745086008e-30
4.8315956592559814,0.0,0.0,0.0,9.059968021297446e-94,-6.586683527898582e-95,3.6442614253594895e-30
4.931511163711548,0.0,0.0,0.0,8.512928188174028e-94,-6.188980331201319e-95,3.756935466764956e-30
5.031895875930786,0.0,0.0,0.0,7.983761132803433e-94,-5.8042708110610116e-95,3.6421634588781235e-30
5.131518602371216,0.0,0.0,0.0,7.501802314161275e-94,-5.4538821355251905e-95,3.75776919788822e-30
5.26505708694458,0.0,0.0,0.0,7.035367472133609e-94,-5.11477953682392e-95,3.641168097281621e-30
5.331690311431885,0.0,0.0,0.0,6.610923383886462e-94,-4.80620462168516e-95,3.760250717890684e-30
5.46503210067749,0.0,0.0,0.0,6.19981874429941e-94,-4.507327609935105e-95,3.6405846641704776e-30
5.531655550003052,0.0,0.0,0.0,5.825663000468905e-94,-4.2353127998757206e-95,3.758962508325297e-30
5.665087938308716,0.0,0.0,0.0,5.462825454878861e-94,-3.971526428878138e-95,3.634543601806298e-30
5.731637477874756,0.0,0.0,0.0,5.133702474425635e-94,-3.732250869968284e-95,3.7657445920426595e-30
5.865115642547607,0.0,0.0,0.0,4.814379168724033e-94,-3.500099768289876e-95,3.639608527784083e-30
5.931706666946411,0.0,0.0,0.0,4.5238499031581343e-94,-3.2888822086093875e-95,3.759189775464349e-30
6.065475702285767,0.0,0.0,0.0,4.242799478908482e-94,-3.0845558583195696e-95,3.644299321827992e-30
6.1317853927612305,0.0,0.0,0.0,3.98661728135945e-94,-2.8983089482835667e-95,3.756902476516e-30
6.2650628089904785,0.0,0.0,0.0,3.738818074803286e-94,-2.718156552498651e-95,3.642333228180373e-30
6.33158016204834,0.0,0.0,0.0,3.5132312097086877e-94,-2.554152739382058e-95,3.7598264761020005e-30
6.4657604694366455,0.0,0.0,0.0,3.2943053391546967e-94,-2.394991534463511e-95,3.6325446589690454e-30
6.565577268600464,0.0,0.0,0.0,3.0956112741036573e-94,-2.250539046683403e-95,3.761319561108424e-30
6.66497015953064,0.0,0.0,0.0,2.903520076433666e-94,-2.1108869057285526e-95,3.6489239693354124e-30
6.731550693511963,0.0,0.0,0.0,2.7281967638680654e-94,-1.9834251780597946e-95,3.756726740110552e-30
6.864965915679932,0.0,0.0,0.0,2.5586140652920294e-94,-1.8601369316973978e-95,3.642234576286348e-30
6.932706117630005,0.0,0.0,0.0,2.4041180066636976e-94,-1.747816817177165e-95,3.756753586932157e-30
7.065142393112183,0.0,0.0,0.0,2.2547577899835045e-94,-1.6392305091394374e-95,3.644268316695121e-30
7.1317267417907715,0.0,0.0,0.0,2.1186764313534843e-94,-1.5402980585950756e-95,3.758720571016747e-30
7.26491641998291,0.0,0.0,0.0,1.9868817632195714e-94,-1.4444820722814605e-95,3.63930383230151e-30
7.3315675258636475,0.0,0.0,0.0,1.8667879161687423e-94,-1.3571726956793048e-95,3.75274781222119e-30
