time_s,x_m,y_m,yaw_rad,vx_m_s,vy_m_s,wz_rad_s
0.029680967330932617,0.0,0.0,0.0,0.0,0.0,0.0
0.12802696228027344,0.0,0.0,0.0,0.0,0.0,0.0
0.22937417030334473,0.0,0.0,0.0,0.0,0.0,0.0
0.3278987407684326,0.0,0.0,0.0,0.0,0.0,0.0
0.4298086166381836,0.0,0.0,0.0,0.0,0.0,0.0
0.5278065204620361,0.0,0.0,0.0,0.0,0.0,0.0
0.6298232078552246,0.0,0.0,0.0,0.0,0.0,0.0
0.7280757427215576,0.0,0.0,0.0,0.0,0.0,0.0
0.8296501636505127,0.0,0.0,0.0,0.0,0.0,0.0
0.928088903427124,0.0,0.0,0.0,0.0,0.0,0.0
1.0299863815307617,0.0,0.0,0.0,0.0,0.0,0.0
1.128270149230957,0.0,0.0,0.0,0.0,0.0,0.0
1.230118989944458,0.0,0.0,0.0,0.0,0.0,0.0
1.3281755447387695,0.0,0.0,0.0,0.0,0.0,0.0
1.4298079013824463,0.0,0.0,0.0,0.0,0.0,0.0
1.52858304977417,0.0,0.0,0.0,0.0,0.0,0.0
1.6300904750823975,0.0,0.0,0.0,0.0,0.0,0.0
1.7286062240600586,0.0,0.0,0.0,0.0,0.0,0.0
1.8299717903137207,0.0,0.0,0.0,0.0,0.0,0.0
1.92848801612854,0.0,0.0,0.0,0.0,0.0,0.0
2.0299923419952393,0.0,0.0,0.0,0.0,0.0,0.0
2.128556966781616,0.0,0.0,0.0,0.0,0.0,0.0
2.2300543785095215,0.0,0.0,0.0,0.0,0.0,0.0
2.3285293579101562,0.0,0.0,0.0,0.0,0.0,0.0
2.4301280975341797,0.0,0.0,0.0,0.0,0.0,0.0
2.5285580158233643,0.0,0.0,0.0,0.0,0.0,0.0
2.630185127258301,0.0,0.0,0.0,0.0,0.0,0.0
2.728754997253418,0.0,0.0,0.0,0.0,0.0,0.0
2.830322027206421,0.0,0.0,0.0,0.0,0.0,0.0
2.928765058517456,0.0,0.0,0.0,0.0,0.0,0.0
3.0304088592529297,0.0,0.0,0.0,0.0,0.0,0.0
3.129162311553955,0.0,0.0,0.0,0.0,0.0,0.0
3.2305386066436768,0.0,0.0,0.0,0.0,0.0,0.0
3.329005718231201,0.0,0.0,0.0,0.0,0.0,0.0
3.4305782318115234,0.0,0.0,0.0,0.0,0.0,0.0
3.529116630554199,0.0,0.0,0.0,0.0,0.0,0.0
3.6311256885528564,0.0,0.0,0.0,0.0,0.0,0.0
3.7291598320007324,0.0,0.0,0.0,0.0,0.0,0.0
3.8308207988739014,0.0,0.0,0.0,0.0,0.0,0.0
3.9292261600494385,0.0,0.0,0.0,0.0,0.0,0.0
4.030790328979492,0.0,0.0,0.0,0.0,0.0,0.0
4.129351854324341,0.0,0.0,0.0,0.0,0.0,0.0
4.230896711349487,0.0,0.0,0.0,0.0,0.0,0.0
4.329411745071411,0.0,0.0,0.0,0.0,0.0,0.0
4.430994510650635,0.0,0.0,0.0,0.0,0.0,0.0
4.529465198516846,0.0,0.0,0.0,0.0,0.0,0.0
4.6310858726501465,0.0,0.0,0.0,0.0,0.0,0.0
4.729535341262817,0.0,0.0,0.0,0.0,0.0,0.0
4.831066370010376,0.0,0.0,0.0,0.0,0.0,0.0
4.929519176483154,0.0,0.0,0.0,0.0,0.0,0.0
5.031269311904907,0.0,0.0,0.0,0.0,0.0,0.0
5.12968373298645,0.0,0.0,0.0,0.0,0.0,0.0
5.231277227401733,0.0,0.0,0.0,0.0,0.0,0.0
5.329737663269043,0.0,0.0,0.0,0.0,0.0,0.0
