time_s,wz_rad_s,ax_m_s2,ay_m_s2
0.0,-0.0057289433462409285,-0.5291185668945312,-0.2705447875976562
0.019538402557373047,-0.006128637068071691,-0.5722141967773438,-0.277727392578125
0.36353588104248047,-0.005329249624410167,-0.5530605834960938,-0.26336218261718747
0.3637723922729492,-0.004663093421358896,-0.5746083984375,-0.2609679809570312
0.3638956546783447,-0.0058621745868511835,-0.5793968017578125,-0.29927520751953124
0.36433863639831543,-0.0030643185340358454,-0.5913678100585937,-0.258573779296875
0.3645310401916504,-0.003863705977697371,-0.5410895751953124,-0.25139117431640623
0.364560604095459,-0.009459418083328047,-0.5530605834960938,-0.28490999755859375
0.3645784854888916,-0.0031975497746461,-0.5482721801757812,-0.2657563842773437
0.3646540641784668,-0.006928024511733216,-0.565031591796875,-0.277727392578125
0.3655240535736084,-0.005462480865020421,-0.5386953735351562,-0.28969840087890625
0.3655660152435303,-0.006928024511733216,-0.565031591796875,-0.27293898925781246
0.3655848503112793,-0.00866003063966652,-0.5291185668945312,-0.2753331909179687
0.3657076358795166,-0.007194486992953725,-0.5817910034179687,-0.2442085693359375
0.36582112312316895,-0.009725880564548555,-0.565031591796875,-0.2442085693359375
0.3658895492553711,-0.005329249624410167,-0.5482721801757812,-0.2561795776367187
0.36596202850341797,-0.0075941807147844875,-0.5698199951171875,-0.3136404174804687
0.36607861518859863,-0.003464012255866608,-0.5602431884765625,-0.24660277099609373
0.36620354652404785,-0.0063950995492922,-0.5530605834960938,-0.27293898925781246
0.38059258460998535,-0.007194486992953725,-0.5578489868164063,-0.2825157958984375
0.4005098342895508,-0.005196018383799912,-0.55545478515625,-0.26815058593749996
0.42020368576049805,-0.005062787143189658,-0.5913678100585937,-0.2825157958984375
0.4420914649963379,-0.00866003063966652,-0.5698199951171875,-0.24899697265624998
0.4605121612548828,-0.0031975497746461,-0.55545478515625,-0.24660277099609373
0.4803578853607178,-0.002531393571594829,-0.5530605834960938,-0.2657563842773437
0.500316858291626,-0.001732006127933304,-0.5770026000976562,-0.2705447875976562
0.5201117992401123,-0.0057289433462409285,-0.565031591796875,-0.2609679809570312
0.5400910377502441,-0.007194486992953725,-0.5506663818359374,-0.2657563842773437
0.5603642463684082,-0.005062787143189658,-0.5315127685546874,-0.27293898925781246
0.5800366401672363,-0.0031975497746461,-0.5219359619140624,-0.2705447875976562
0.6004867553710938,-0.006261868308681946,-0.5961562133789062,-0.27293898925781246
0.6199507713317871,-0.004529862180748642,-0.5722141967773438,-0.24660277099609373
0.6398723125457764,-0.005462480865020421,-0.5530605834960938,-0.25139117431640623
0.6620886325836182,-0.0037304747370871167,-0.5698199951171875,-0.3016694091796875
0.6803767681121826,-0.009725880564548555,-0.5410895751953124,-0.258573779296875
0.7004001140594482,-0.007993874436615249,-0.5410895751953124,-0.3064578125
0.7200155258178711,-0.0063950995492922,-0.6081272216796875,-0.28969840087890625
0.7400178909301758,-0.0057289433462409285,-0.5434837768554687,-0.2825157958984375
0.7600975036621094,-0.0074609494741742334,-0.5817910034179687,-0.296881005859375
0.7800304889678955,-0.006528330789902454,-0.5530605834960938,-0.258573779296875
0.7998762130737305,-0.0029310872934255917,-0.5315127685546874,-0.26815058593749996
0.819981575012207,-0.009192955602107537,-0.5722141967773438,-0.2753331909179687
0.8397986888885498,-0.006128637068071691,-0.5698199951171875,-0.26815058593749996
0.8602023124694824,-0.006528330789902454,-0.5530605834960938,-0.22744915771484372
0.8799736499786377,-0.0031975497746461,-0.5506663818359374,-0.23223756103515625
0.8999087810516357,-0.0075941807147844875,-0.565031591796875,-0.29927520751953124
0.9197866916656494,-0.008393568158446012,-0.5698199951171875,-0.28969840087890625
0.9398846626281738,-0.005595712105630674,-0.584185205078125,-0.277727392578125
0.9603114128112793,-0.006928024511733216,-0.5506663818359374,-0.258573779296875
0.9800517559051514,-0.005329249624410167,-0.5363011718749999,-0.2657563842773437
0.9998679161071777,-0.005995405827461438,-0.5530605834960938,-0.23702596435546874
1.019895315170288,-0.00479632466196915,-0.5410895751953124,-0.28969840087890625
1.0397281646728516,-0.006928024511733216,-0.5386953735351562,-0.2537853759765625
1.0597705841064453,-0.002797856052815337,-0.55545478515625,-0.316034619140625
1.0806894302368164,-0.006928024511733216,-0.5722141967773438,-0.30406361083984373
1.0998940467834473,-0.0073277182335639785,-0.5506663818359374,-0.2657563842773437
1.1198620796203613,-0.0039969372183076245,-0.5195417602539062,-0.239420166015625
1.1397721767425537,-0.007993874436615249,-0.5674257934570313,-0.27293898925781246
1.1598773002624512,-0.006528330789902454,-0.5602431884765625,-0.258573779296875
1.1799302101135254,-0.006528330789902454,-0.5770026000976562,-0.27293898925781246
1.1999106407165527,-0.004663093421358896,-0.5578489868164063,-0.2442085693359375
1.2197201251983643,-0.006794793271122962,-0.5434837768554687,-0.25139117431640623
1.2397501468658447,-0.0029310872934255917,-0.5339069702148437,-0.24660277099609373
1.259906530380249,-0.008260336917835759,-0.5530605834960938,-0.2609679809570312
1.2800006866455078,-0.004130168458917879,-0.5482721801757812,-0.26815058593749996
1.3002748489379883,-0.007860643196004996,-0.6009446166992187,-0.277727392578125
1.3200721740722656,-0.0018652373685435584,-0.5410895751953124,-0.258573779296875
1.3400743007659912,-0.007993874436615249,-0.5722141967773438,-0.30885201416015623
1.3599531650543213,-0.004396630940138387,-0.565031591796875,-0.27293898925781246
1.380070447921753,-0.006661562030512709,-0.565031591796875,-0.2825157958984375
1.3999273777008057,-0.0026646248122050836,-0.584185205078125,-0.28969840087890625
1.4200708866119385,-0.0030643185340358454,-0.5578489868164063,-0.2537853759765625
1.440445899963379,-0.006261868308681946,-0.5434837768554687,-0.239420166015625
1.4605882167816162,-0.0063950995492922,-0.5530605834960938,-0.29927520751953124
1.4808502197265625,-0.006261868308681946,-0.5961562133789062,-0.24181436767578124
1.4999375343322754,-0.004929555902579405,-0.5458779785156249,-0.2705447875976562
1.5197782516479492,-0.006128637068071691,-0.5961562133789062,-0.2442085693359375
1.5399115085601807,-0.0057289433462409285,-0.5506663818359374,-0.28490999755859375
1.559899091720581,-0.004929555902579405,-0.5315127685546874,-0.277727392578125
1.5805184841156006,-0.0031975497746461,-0.5817910034179687,-0.2705447875976562
1.6001958847045898,-0.00479632466196915,-0.55545478515625,-0.24899697265624998
1.620065450668335,-0.005062787143189658,-0.5578489868164063,-0.30406361083984373
1.6399526596069336,-0.011457886692481857,-0.5578489868164063,-0.2753331909179687
1.6599044799804688,-0.004929555902579405,-0.5482721801757812,-0.26336218261718747
1.680011510848999,-0.004929555902579405,-0.5291185668945312,-0.26815058593749996
