time_s,wz_rad_s,ax_m_s2,ay_m_s2
0.0,-0.002531393571594829,-0.46208092041015625,-0.011971008300781249
0.018750667572021484,-0.0011990811654922875,-0.6057330200195312,-0.16519991455078123
0.03873038291931152,-0.006261868308681946,-0.5698199951171875,-0.17477672119140625
0.05904245376586914,-0.002531393571594829,-0.5961562133789062,-0.17477672119140625
0.07866549491882324,-0.0009326186842717792,-0.6105214233398437,-0.19871873779296872
0.09903764724731445,-0.0014655436467127959,-0.584185205078125,-0.19393033447265623
0.1194608211517334,-0.005595712105630674,-0.6009446166992187,-0.22505495605468748
0.13876080513000488,-0.004396630940138387,-0.5770026000976562,-0.19393033447265623
0.15864229202270508,-0.0063950995492922,-0.5817910034179687,-0.20829554443359374
0.17843270301818848,-0.0031975497746461,-0.5985504150390625,-0.201112939453125
0.1990811824798584,-0.0021316998497640663,-0.59376201171875,-0.2059013427734375
0.21887421607971191,-0.0018652373685435584,-0.5698199951171875,-0.18914193115234373
0.23839068412780762,-0.005196018383799912,-0.5698199951171875,-0.18435352783203124
0.25838303565979004,-0.005196018383799912,-0.5770026000976562,-0.2154781494140625
0.2785913944244385,-0.005595712105630674,-0.565031591796875,-0.16998831787109375
0.298231840133667,-0.005062787143189658,-0.5410895751953124,-0.16759411621093748
0.3186483383178711,-0.0057289433462409285,-0.59376201171875,-0.16519991455078123
0.33859753608703613,-0.005062787143189658,-0.5674257934570313,-0.1771709228515625
0.3584861755371094,-0.004130168458917879,-0.5985504150390625,-0.22026655273437498
0.3784606456756592,-0.007727411955394742,-0.5626373901367188,-0.21308394775390624
0.3983337879180908,-0.002531393571594829,-0.603338818359375,-0.19632453613281248
0.4185798168182373,-0.0031975497746461,-0.5626373901367188,-0.201112939453125
0.4384448528289795,-0.0026646248122050836,-0.5913678100585937,-0.143652099609375
0.45830464363098145,-0.007194486992953725,-0.5817910034179687,-0.1580173095703125
0.4787900447845459,-0.006261868308681946,-0.5506663818359374,-0.23223756103515625
0.4984395503997803,-0.0014655436467127959,-0.5746083984375,-0.2059013427734375
0.5184121131896973,-0.002398162330984575,-0.5602431884765625,-0.19153613281249998
0.5383470058441162,-0.0033307810152563544,-0.584185205078125,-0.2059013427734375
0.5583288669586182,-0.003863705977697371,-0.5602431884765625,-0.2059013427734375
0.5784492492675781,-0.004529862180748642,-0.59376201171875,-0.2154781494140625
0.5983412265777588,-0.006261868308681946,-0.565031591796875,-0.22744915771484372
0.6186280250549316,-0.000799387443661525,-0.5410895751953124,-0.3016694091796875
0.6385531425476074,-0.005062787143189658,-0.622492431640625,-0.21068974609375
0.65860915184021,-0.0005329249624410166,-0.55545478515625,-0.19871873779296872
0.6784567832946777,-0.003863705977697371,-0.5698199951171875,-0.20350714111328125
0.6984634399414062,-0.005595712105630674,-0.584185205078125,-0.181959326171875
0.7188806533813477,-0.0033307810152563544,-0.5817910034179687,-0.1484405029296875
0.7387866973876953,-0.004396630940138387,-0.5722141967773438,-0.18914193115234373
0.7584147453308105,-0.0074609494741742334,-0.5722141967773438,-0.18435352783203124
0.7787401676177979,-0.002531393571594829,-0.5698199951171875,-0.17238251953125
0.7985744476318359,-0.002264931090374321,-0.5674257934570313,-0.201112939453125
0.8186066150665283,-0.00479632466196915,-0.5698199951171875,-0.22744915771484372
0.8383755683898926,-0.0035972434964768626,-0.603338818359375,-0.18435352783203124
0.8588409423828125,-0.006128637068071691,-0.5674257934570313,-0.21068974609375
0.8786501884460449,-0.005196018383799912,-0.584185205078125,-0.22266075439453123
0.8983850479125977,-0.004263399699528133,-0.5722141967773438,-0.16041151123046873
0.9191989898681641,-0.005595712105630674,-0.603338818359375,-0.21787235107421873
0.9385995864868164,-0.004929555902579405,-0.5865794067382812,-0.15083470458984374
0.9583256244659424,-0.005329249624410167,-0.5674257934570313,-0.201112939453125
0.9786896705627441,-0.0063950995492922,-0.5817910034179687,-0.19393033447265623
0.999030351638794,-0.0058621745868511835,-0.5698199951171875,-0.21068974609375
1.0189123153686523,-0.0039969372183076245,-0.5722141967773438,-0.181959326171875
1.0389246940612793,-0.004929555902579405,-0.5722141967773438,-0.19871873779296872
1.058983564376831,-0.00866003063966652,-0.5434837768554687,-0.21308394775390624
1.0786573886871338,-0.004130168458917879,-0.5913678100585937,-0.19393033447265623
1.0985283851623535,-0.002398162330984575,-0.6272808349609375,-0.23702596435546874
1.1190907955169678,-0.0037304747370871167,-0.5793968017578125,-0.19153613281249998
1.1387114524841309,-0.004263399699528133,-0.5458779785156249,-0.1580173095703125
1.1584134101867676,-0.003863705977697371,-0.5913678100585937,-0.181959326171875
1.1783039569854736,-0.0037304747370871167,-0.5698199951171875,-0.19871873779296872
1.1984007358551025,-0.003863705977697371,-0.4644751220703125,-0.22026655273437498
1.2184295654296875,-0.0033307810152563544,-0.5913678100585937,-0.22744915771484372
1.2384281158447266,-0.0057289433462409285,-0.584185205078125,-0.181959326171875
1.2583611011505127,-0.005329249624410167,-0.5865794067382812,-0.1867477294921875
1.2783174514770508,-0.0037304747370871167,-0.5626373901367188,-0.21787235107421873
1.2989697456359863,-0.005595712105630674,-0.55545478515625,-0.1867477294921875
1.3186702728271484,-0.006661562030512709,-0.5602431884765625,-0.18914193115234373
1.3384854793548584,-0.006794793271122962,-0.5698199951171875,-0.201112939453125
1.3586573600769043,-0.0006661562030512709,-0.5793968017578125,-0.201112939453125
1.3789753913879395,-0.006794793271122962,-0.5793968017578125,-0.20350714111328125
1.3984260559082031,-0.006794793271122962,-0.5722141967773438,-0.201112939453125
1.418699026107788,-0.00479632466196915,-0.5578489868164063,-0.2154781494140625
1.4390461444854736,-0.005329249624410167,-0.5410895751953124,-0.2346317626953125
1.458690881729126,-0.003863705977697371,-0.5674257934570313,-0.181959326171875
1.478539228439331,-0.007993874436615249,-0.5410895751953124,-0.22505495605468748
1.4983386993408203,-0.0058621745868511835,-0.5434837768554687,-0.1867477294921875
1.5186777114868164,-0.00479632466196915,-0.5434837768554687,-0.20350714111328125
1.538670539855957,-0.0075941807147844875,-0.5985504150390625,-0.16759411621093748
1.5583906173706055,-0.009059724361497283,-0.5961562133789062,-0.16759411621093748
1.5784056186676025,-0.0035972434964768626,-0.7326257080078125,-0.21068974609375
1.598435640335083,-0.006128637068071691,-0.5865794067382812,-0.19632453613281248
1.6184825897216797,-0.005595712105630674,-0.5458779785156249,-0.16998831787109375
1.6386356353759766,-0.003464012255866608,-0.5865794067382812,-0.2059013427734375
1.6585524082183838,-0.004130168458917879,-0.5746083984375,-0.19632453613281248
1.6782517433166504,-0.003863705977697371,-0.5722141967773438,-0.19871873779296872
1.6983661651611328,-0.004929555902579405,-0.5578489868164063,-0.181959326171875
1.7184147834777832,-0.0095926493239383,-0.5626373901367188,-0.18914193115234373
1.7386233806610107,-0.00159877488732305,-0.5386953735351562,-0.21068974609375
1.7587254047393799,-0.005062787143189658,-0.5578489868164063,-0.21787235107421873
1.7783963680267334,-0.0057289433462409285,-0.6105214233398437,-0.17956512451171874
1.7985055446624756,-0.0063950995492922,-0.5410895751953124,-0.19393033447265623
1.8183419704437256,-0.0039969372183076245,-0.5578489868164063,-0.18914193115234373
1.8386797904968262,-0.0021316998497640663,-0.5817910034179687,-0.19632453613281248
1.8584072589874268,-0.005462480865020421,-0.612915625,-0.16041151123046873
1.8782503604888916,-0.005196018383799912,-0.5626373901367188,-0.19871873779296872
1.8984169960021973,-0.006261868308681946,-0.5770026000976562,-0.19632453613281248
1.918907642364502,-0.007061255752343471,-0.584185205078125,-0.16519991455078123
1.9385545253753662,-0.007727411955394742,-0.5961562133789062,-0.21308394775390624
1.9584906101226807,-0.004130168458917879,-0.5458779785156249,-0.1867477294921875
1.9784553050994873,-0.005995405827461438,-0.5674257934570313,-0.19871873779296872
1.9982404708862305,-0.006128637068071691,-0.5698199951171875,-0.20350714111328125
2.0188639163970947,-0.00479632466196915,-0.584185205078125,-0.181959326171875
2.038496255874634,-0.0013323124061025418,-0.5961562133789062,-0.22266075439453123
2.0584771633148193,-0.0026646248122050836,-0.5434837768554687,-0.16998831787109375
2.0786707401275635,-0.0037304747370871167,-0.5746083984375,-0.16998831787109375
2.098252773284912,-0.003464012255866608,-0.6081272216796875,-0.1867477294921875
2.1183602809906006,-0.007727411955394742,-0.5817910034179687,-0.16519991455078123
2.138259172439575,-0.0033307810152563544,-0.603338818359375,-0.21068974609375
2.1586952209472656,-0.0037304747370871167,-0.5578489868164063,-0.16280571289062498
2.178933620452881,-0.006128637068071691,-0.5770026000976562,-0.1867477294921875
2.198634147644043,-0.0035972434964768626,-0.5602431884765625,-0.181959326171875
2.2185025215148926,-0.008393568158446012,-0.5530605834960938,-0.1867477294921875
2.238693952560425,-0.005062787143189658,-0.6057330200195312,-0.201112939453125
2.2587575912475586,-0.001732006127933304,-0.5746083984375,-0.17477672119140625
2.278628349304199,-0.006128637068071691,-0.5674257934570313,-0.21068974609375
2.298396110534668,-0.008793261880276773,-0.5722141967773438,-0.21308394775390624
2.3186073303222656,-0.008127105677225504,-0.5770026000976562,-0.19393033447265623
2.3384463787078857,-0.0019984686091538122,-0.5985504150390625,-0.1580173095703125
2.358585834503174,-0.0037304747370871167,-0.5961562133789062,-0.1867477294921875
2.3784658908843994,-0.005995405827461438,-0.565031591796875,-0.2059013427734375
2.3984036445617676,-0.0029310872934255917,-0.6272808349609375,-0.1388636962890625
2.4186270236968994,-0.006661562030512709,-0.584185205078125,-0.18914193115234373
2.4386632442474365,-0.004263399699528133,-0.5889736083984375,-0.181959326171875
2.458488702774048,-0.007860643196004996,-0.5746083984375,-0.18435352783203124
2.4782943725585938,-0.0063950995492922,-0.603338818359375,-0.24181436767578124
2.4984383583068848,-0.008393568158446012,-0.5698199951171875,-0.1771709228515625
2.5183944702148438,-0.005995405827461438,-0.5889736083984375,-0.16998831787109375
2.5383081436157227,-0.006661562030512709,-0.5817910034179687,-0.17477672119140625
2.558208703994751,-0.003464012255866608,-0.5458779785156249,-0.21308394775390624
2.5784006118774414,-0.005329249624410167,-0.5889736083984375,-0.19153613281249998
2.5987749099731445,-0.000799387443661525,-0.5698199951171875,-0.181959326171875
2.6185214519500732,-0.008393568158446012,-0.5602431884765625,-0.2154781494140625
2.6384224891662598,-0.004396630940138387,-0.5602431884765625,-0.1484405029296875
2.658432722091675,-0.0026646248122050836,-0.5698199951171875,-0.19153613281249998
2.678361654281616,-0.00866003063966652,-0.565031591796875,-0.19871873779296872
2.698376178741455,-0.006261868308681946,-0.565031591796875,-0.2346317626953125
2.7183046340942383,-0.008260336917835759,-0.5770026000976562,-0.201112939453125
2.738375425338745,-0.005595712105630674,-0.5674257934570313,-0.22026655273437498
2.7582662105560303,-0.006528330789902454,-0.603338818359375,-0.16998831787109375
2.778665781021118,-0.005329249624410167,-0.6105214233398437,-0.181959326171875
2.798448324203491,-0.006928024511733216,-0.5746083984375,-0.19632453613281248
2.818464994430542,-0.004929555902579405,-0.565031591796875,-0.1867477294921875
2.8382928371429443,-0.007194486992953725,-0.565031591796875,-0.16519991455078123
2.858433485031128,-0.005995405827461438,-0.5865794067382812,-0.19393033447265623
2.878420114517212,-0.005062787143189658,-0.5889736083984375,-0.1580173095703125
2.898437261581421,-0.006528330789902454,-0.5793968017578125,-0.21787235107421873
2.918468475341797,-0.0073277182335639785,-0.5793968017578125,-0.22505495605468748
2.9384708404541016,-0.0057289433462409285,-0.5602431884765625,-0.19153613281249998
2.958503246307373,-0.005462480865020421,-0.5339069702148437,-0.1771709228515625
2.978472948074341,-0.007860643196004996,-0.5746083984375,-0.19871873779296872
2.9984688758850098,-0.005995405827461438,-0.5865794067382812,-0.15562310791015624
3.0197319984436035,-0.004130168458917879,-0.5770026000976562,-0.1867477294921875
3.038729190826416,-0.0029310872934255917,-0.5985504150390625,-0.229843359375
3.058515787124634,-0.0075941807147844875,-0.5602431884765625,-0.18914193115234373
3.078411102294922,-0.004130168458917879,-0.603338818359375,-0.2059013427734375
3.0984013080596924,-0.004263399699528133,-0.5746083984375,-0.19393033447265623
3.118734359741211,-0.005329249624410167,-0.5889736083984375,-0.201112939453125
3.138418197631836,-0.005329249624410167,-0.5817910034179687,-0.16519991455078123
3.158461809158325,-0.0029310872934255917,-0.5698199951171875,-0.16998831787109375
3.1781058311462402,-0.006528330789902454,-0.5698199951171875,-0.19632453613281248
3.198218584060669,-0.006794793271122962,-0.5817910034179687,-0.181959326171875
3.2185306549072266,-0.003863705977697371,-0.5913678100585937,-0.22744915771484372
3.2384235858917236,-0.004929555902579405,-0.5626373901367188,-0.1771709228515625
3.258439064025879,-0.005329249624410167,-0.5985504150390625,-0.20829554443359374
3.2781553268432617,-0.004396630940138387,-0.5363011718749999,-0.21308394775390624
3.2984626293182373,-0.004929555902579405,-0.5458779785156249,-0.1867477294921875
3.3184688091278076,-0.0029310872934255917,-0.5913678100585937,-0.1771709228515625
3.338178873062134,-0.0037304747370871167,-0.5722141967773438,-0.22026655273437498
3.3585939407348633,-0.007194486992953725,-0.5746083984375,-0.2059013427734375
3.3783957958221436,-0.0030643185340358454,-0.565031591796875,-0.181959326171875
3.3984179496765137,-0.0039969372183076245,-0.4644751220703125,-0.17238251953125
3.418630361557007,-0.0021316998497640663,-0.5434837768554687,-0.2059013427734375
3.4385037422180176,-0.0026646248122050836,-0.565031591796875,-0.20350714111328125
3.4585719108581543,-0.0037304747370871167,-0.5961562133789062,-0.20350714111328125
3.478832721710205,-0.007061255752343471,-0.5722141967773438,-0.20350714111328125
3.4986698627471924,-0.005995405827461438,-0.6105214233398437,-0.19871873779296872
3.5186707973480225,-0.0019984686091538122,-0.5865794067382812,-0.19393033447265623
3.538766622543335,-0.002797856052815337,-0.5793968017578125,-0.1771709228515625
