time_s,x_m,y_m,yaw_rad,vx_m_s,vy_m_s,wz_rad_s
2.886244535446167,0.0,0.0,0.0,0.0,0.0,0.0
2.984621286392212,0.0,0.0,0.0,0.0,0.0,0.0
3.086517572402954,0.0,0.0,0.0,0.0,0.0,0.0
3.184972047805786,0.0,0.0,0.0,0.0,0.0,0.0
3.286346912384033,0.0,0.0,0.0,0.0,0.0,0.0
3.3847343921661377,0.0,0.0,0.0,0.0,0.0,0.0
3.4866483211517334,0.0,0.0,0.0,0.0,0.0,0.0
3.5849685668945312,0.0,0.0,0.0,0.0,0.0,0.0
3.686924934387207,0.0,0.0,0.0,0.0,0.0,0.0
3.785114049911499,0.0,0.0,0.0,0.0,0.0,0.0
3.88692307472229,0.0,0.0,0.0,0.0,0.0,0.0
3.985170602798462,0.0,0.0,0.0,0.0,0.0,0.0
4.086675405502319,0.0,0.0,0.0,0.0,0.0,0.0
4.185122966766357,0.0,0.0,0.0,0.0,0.0,0.0
4.286787748336792,0.0,0.0,0.0,0.0,0.0,0.0
4.385245323181152,0.0,0.0,0.0,0.0,0.0,0.0
4.486745595932007,0.0,0.0,0.0,0.0,0.0,0.0
4.585750341415405,0.0,0.0,0.0,0.0,0.0,0.0
4.687397480010986,0.0,0.0,0.0,0.0,0.0,0.0
4.785413026809692,0.0,0.0,0.0,0.0,0.0,0.0
4.887066125869751,0.0,0.0,0.0,0.0,0.0,0.0
4.985664129257202,0.0,0.0,0.0,0.0,0.0,0.0
5.087108612060547,0.0,0.0,0.0,0.0,0.0,0.0
5.185579538345337,0.0,0.0,0.0,0.0,0.0,0.0
5.287120580673218,0.0,0.0,0.0,0.0,0.0,0.0
5.385644197463989,0.0,0.0,0.0,0.0,0.0,0.0
5.487334489822388,0.0,0.0,0.0,0.0,0.0,0.0
5.585657835006714,0.0,0.0,0.0,0.0,0.0,0.0
5.687732696533203,0.0,0.0,0.0,0.0,0.0,0.0
5.785910367965698,0.0,0.0,0.0,0.0,0.0,0.0
5.888127326965332,0.0,0.0,0.0,0.0,0.0,0.0
